UIDX,CRITICAL FLAG
te-118360,Critical
te-118361,Critical
te-118362,Critical
te-118363,Not Critical
te-118364,Not Critical
te-118365,Not Critical
te-118366,Not Critical
te-118367,Critical
te-118368,Not Critical
te-118369,Critical
te-118370,Critical
te-118371,Not Applicable
te-118372,Critical
te-118373,Critical
te-118374,Not Critical
te-118375,Not Critical
te-118376,Not Critical
te-118377,Not Critical
te-118378,Critical
te-118379,Not Critical
te-118380,Critical
te-118381,Not Critical
te-118382,Critical
te-118383,Critical
te-118384,Critical
te-118385,Critical
te-118386,Critical
te-118387,Critical
te-118388,Not Critical
te-118389,Critical
te-118390,Not Critical
te-118391,Not Critical
te-118392,Not Critical
te-118393,Critical
te-118394,Not Critical
te-118395,Critical
te-118396,Critical
te-118397,Not Critical
te-118398,Not Critical
te-118399,Not Applicable
te-118400,Critical
te-118401,Not Critical
te-118402,Not Critical
te-118403,Critical
te-118404,Critical
te-118405,Critical
te-118406,Not Critical
te-118407,Not Critical
te-118408,Critical
te-118409,Not Applicable
te-118410,Not Critical
te-118411,Not Critical
te-118412,Critical
te-118413,Critical
te-118414,Not Critical
te-118415,Not Critical
te-118416,Not Applicable
te-118417,Critical
te-118418,Critical
te-118419,Critical
te-118420,Critical
te-118421,Not Critical
te-118422,Critical
te-118423,Not Critical
te-118424,Critical
te-118425,Not Applicable
te-118426,Not Critical
te-118427,Critical
te-118428,Critical
te-118429,Critical
te-118430,Critical
te-118431,Critical
te-118432,Critical
te-118433,Critical
te-118434,Critical
te-118435,Critical
te-118436,Not Critical
te-118437,Critical
te-118438,Not Critical
te-118439,Critical
te-118440,Not Critical
te-118441,Not Critical
te-118442,Not Critical
te-118443,Not Critical
te-118444,Critical
te-118445,Not Critical
te-118446,Critical
te-118447,Critical
te-118448,Not Critical
te-118449,Critical
te-118450,Not Critical
te-118451,Critical
te-118452,Critical
te-118453,Not Applicable
te-118454,Not Critical
te-118455,Critical
te-118456,Critical
te-118457,Not Critical
te-118458,Not Critical
te-118459,Critical
te-118460,Not Critical
te-118461,Critical
te-118462,Critical
te-118463,Critical
te-118464,Critical
te-118465,Critical
te-118466,Critical
te-118467,Critical
te-118468,Critical
te-118469,Not Critical
te-118470,Not Critical
te-118471,Not Critical
te-118472,Critical
te-118473,Critical
te-118474,Critical
te-118475,Critical
te-118476,Critical
te-118477,Not Critical
te-118478,Critical
te-118479,Critical
te-118480,Critical
te-118481,Critical
te-118482,Not Critical
te-118483,Critical
te-118484,Not Critical
te-118485,Not Critical
te-118486,Not Critical
te-118487,Critical
te-118488,Not Critical
te-118489,Not Critical
te-118490,Critical
te-118491,Critical
te-118492,Not Critical
te-118493,Critical
te-118494,Critical
te-118495,Critical
te-118496,Not Critical
te-118497,Critical
te-118498,Critical
te-118499,Not Critical
te-118500,Critical
te-118501,Not Applicable
te-118502,Not Critical
te-118503,Critical
te-118504,Not Applicable
te-118505,Not Critical
te-118506,Not Critical
te-118507,Not Critical
te-118508,Not Applicable
te-118509,Not Critical
te-118510,Critical
te-118511,Not Critical
te-118512,Not Critical
te-118513,Critical
te-118514,Critical
te-118515,Critical
te-118516,Not Critical
te-118517,Critical
te-118518,Not Critical
te-118519,Not Critical
te-118520,Critical
te-118521,Critical
te-118522,Critical
te-118523,Not Critical
te-118524,Not Applicable
te-118525,Critical
te-118526,Not Applicable
te-118527,Critical
te-118528,Critical
te-118529,Critical
te-118530,Critical
te-118531,Critical
te-118532,Critical
te-118533,Critical
te-118534,Critical
te-118535,Critical
te-118536,Critical
te-118537,Not Critical
te-118538,Not Applicable
te-118539,Not Critical
te-118540,Critical
te-118541,Not Critical
te-118542,Not Applicable
te-118543,Not Critical
te-118544,Critical
te-118545,Critical
te-118546,Critical
te-118547,Not Critical
te-118548,Not Critical
te-118549,Critical
te-118550,Not Critical
te-118551,Critical
te-118552,Not Critical
te-118553,Not Critical
te-118554,Critical
te-118555,Not Applicable
te-118556,Critical
te-118557,Not Critical
te-118558,Not Critical
te-118559,Not Applicable
te-118560,Not Critical
te-118561,Not Critical
te-118562,Critical
te-118563,Not Critical
te-118564,Not Critical
te-118565,Not Critical
te-118566,Critical
te-118567,Not Critical
te-118568,Critical
te-118569,Not Critical
te-118570,Critical
te-118571,Critical
te-118572,Critical
te-118573,Not Critical
te-118574,Not Critical
te-118575,Not Critical
te-118576,Critical
te-118577,Critical
te-118578,Critical
te-118579,Critical
te-118580,Critical
te-118581,Not Applicable
te-118582,Critical
te-118583,Critical
te-118584,Not Critical
te-118585,Not Critical
te-118586,Critical
te-118587,Not Critical
te-118588,Critical
te-118589,Critical
te-118590,Critical
te-118591,Not Critical
te-118592,Critical
te-118593,Not Applicable
te-118594,Critical
te-118595,Not Critical
te-118596,Critical
te-118597,Not Critical
te-118598,Critical
te-118599,Critical
te-118600,Critical
te-118601,Critical
te-118602,Critical
te-118603,Not Critical
te-118604,Not Critical
te-118605,Not Critical
te-118606,Not Critical
te-118607,Critical
te-118608,Critical
te-118609,Critical
te-118610,Critical
te-118611,Critical
te-118612,Critical
te-118613,Critical
te-118614,Critical
te-118615,Critical
te-118616,Critical
te-118617,Not Applicable
te-118618,Critical
te-118619,Critical
te-118620,Critical
te-118621,Critical
te-118622,Critical
te-118623,Critical
te-118624,Critical
te-118625,Not Critical
te-118626,Critical
te-118627,Not Critical
te-118628,Critical
te-118629,Critical
te-118630,Critical
te-118631,Not Critical
te-118632,Not Critical
te-118633,Not Critical
te-118634,Critical
te-118635,Critical
te-118636,Critical
te-118637,Critical
te-118638,Critical
te-118639,Critical
te-118640,Not Critical
te-118641,Critical
te-118642,Not Critical
te-118643,Not Critical
te-118644,Critical
te-118645,Critical
te-118646,Critical
te-118647,Critical
te-118648,Not Critical
te-118649,Critical
te-118650,Critical
te-118651,Not Critical
te-118652,Not Critical
te-118653,Critical
te-118654,Not Critical
te-118655,Critical
te-118656,Not Critical
te-118657,Critical
te-118658,Critical
te-118659,Critical
te-118660,Critical
te-118661,Not Critical
te-118662,Not Critical
te-118663,Critical
te-118664,Not Critical
te-118665,Critical
te-118666,Not Critical
te-118667,Not Critical
te-118668,Critical
te-118669,Not Critical
te-118670,Critical
te-118671,Not Critical
te-118672,Not Critical
te-118673,Critical
te-118674,Critical
te-118675,Not Critical
te-118676,Not Critical
te-118677,Not Critical
te-118678,Critical
te-118679,Critical
te-118680,Critical
te-118681,Critical
te-118682,Critical
te-118683,Not Critical
te-118684,Critical
te-118685,Critical
te-118686,Not Critical
te-118687,Critical
te-118688,Critical
te-118689,Critical
te-118690,Critical
te-118691,Critical
te-118692,Critical
te-118693,Critical
te-118694,Not Critical
te-118695,Not Critical
te-118696,Critical
te-118697,Not Critical
te-118698,Not Critical
te-118699,Not Critical
te-118700,Critical
te-118701,Critical
te-118702,Critical
te-118703,Critical
te-118704,Not Applicable
te-118705,Critical
te-118706,Not Critical
te-118707,Not Applicable
te-118708,Critical
te-118709,Not Critical
te-118710,Critical
te-118711,Not Critical
te-118712,Critical
te-118713,Not Critical
te-118714,Critical
te-118715,Critical
te-118716,Not Critical
te-118717,Not Critical
te-118718,Critical
te-118719,Not Critical
te-118720,Critical
te-118721,Not Critical
te-118722,Critical
te-118723,Critical
te-118724,Critical
te-118725,Not Critical
te-118726,Not Critical
te-118727,Critical
te-118728,Not Critical
te-118729,Not Critical
te-118730,Critical
te-118731,Not Critical
te-118732,Not Critical
te-118733,Critical
te-118734,Not Critical
te-118735,Critical
te-118736,Critical
te-118737,Critical
te-118738,Not Applicable
te-118739,Critical
te-118740,Critical
te-118741,Not Critical
te-118742,Not Critical
te-118743,Critical
te-118744,Critical
te-118745,Critical
te-118746,Not Applicable
te-118747,Not Critical
te-118748,Critical
te-118749,Critical
te-118750,Critical
te-118751,Not Critical
te-118752,Not Applicable
te-118753,Critical
te-118754,Critical
te-118755,Not Critical
te-118756,Critical
te-118757,Critical
te-118758,Not Critical
te-118759,Critical
te-118760,Not Applicable
te-118761,Not Critical
te-118762,Critical
te-118763,Critical
te-118764,Critical
te-118765,Critical
te-118766,Not Critical
te-118767,Not Critical
te-118768,Not Critical
te-118769,Not Critical
te-118770,Critical
te-118771,Critical
te-118772,Not Critical
te-118773,Not Critical
te-118774,Critical
te-118775,Critical
te-118776,Not Critical
te-118777,Critical
te-118778,Critical
te-118779,Not Critical
te-118780,Critical
te-118781,Critical
te-118782,Not Critical
te-118783,Critical
te-118784,Not Critical
te-118785,Not Critical
te-118786,Critical
te-118787,Critical
te-118788,Not Critical
te-118789,Not Critical
te-118790,Not Critical
te-118791,Not Applicable
te-118792,Critical
te-118793,Not Critical
te-118794,Critical
te-118795,Not Critical
te-118796,Critical
te-118797,Not Critical
te-118798,Critical
te-118799,Not Critical
te-118800,Critical
te-118801,Critical
te-118802,Critical
te-118803,Critical
te-118804,Critical
te-118805,Not Critical
te-118806,Not Critical
te-118807,Not Critical
te-118808,Critical
te-118809,Critical
te-118810,Not Critical
te-118811,Not Critical
te-118812,Not Critical
te-118813,Not Applicable
te-118814,Not Critical
te-118815,Not Critical
te-118816,Not Critical
te-118817,Critical
te-118818,Critical
te-118819,Critical
te-118820,Critical
te-118821,Critical
te-118822,Critical
te-118823,Critical
te-118824,Not Critical
te-118825,Critical
te-118826,Critical
te-118827,Not Critical
te-118828,Critical
te-118829,Critical
te-118830,Critical
te-118831,Not Critical
te-118832,Not Critical
te-118833,Critical
te-118834,Not Critical
te-118835,Not Critical
te-118836,Critical
te-118837,Critical
te-118838,Not Applicable
te-118839,Not Critical
te-118840,Critical
te-118841,Not Critical
te-118842,Not Critical
te-118843,Critical
te-118844,Critical
te-118845,Critical
te-118846,Critical
te-118847,Not Critical
te-118848,Critical
te-118849,Critical
te-118850,Critical
te-118851,Not Critical
te-118852,Not Critical
te-118853,Critical
te-118854,Critical
te-118855,Critical
te-118856,Critical
te-118857,Not Critical
te-118858,Critical
te-118859,Not Applicable
te-118860,Not Critical
te-118861,Not Critical
te-118862,Not Critical
te-118863,Critical
te-118864,Not Critical
te-118865,Critical
te-118866,Not Critical
te-118867,Critical
te-118868,Not Critical
te-118869,Not Applicable
te-118870,Critical
te-118871,Critical
te-118872,Not Critical
te-118873,Critical
te-118874,Not Critical
te-118875,Critical
te-118876,Not Applicable
te-118877,Not Critical
te-118878,Critical
te-118879,Not Critical
te-118880,Critical
te-118881,Critical
te-118882,Critical
te-118883,Critical
te-118884,Critical
te-118885,Critical
te-118886,Critical
te-118887,Critical
te-118888,Critical
te-118889,Critical
te-118890,Critical
te-118891,Not Applicable
te-118892,Not Critical
te-118893,Critical
te-118894,Not Critical
te-118895,Not Critical
te-118896,Not Critical
te-118897,Critical
te-118898,Not Critical
te-118899,Critical
te-118900,Not Critical
te-118901,Critical
te-118902,Critical
te-118903,Critical
te-118904,Not Critical
te-118905,Not Critical
te-118906,Critical
te-118907,Critical
te-118908,Not Critical
te-118909,Not Critical
te-118910,Critical
te-118911,Not Applicable
te-118912,Not Critical
te-118913,Critical
te-118914,Critical
te-118915,Critical
te-118916,Not Critical
te-118917,Not Critical
te-118918,Critical
te-118919,Critical
te-118920,Critical
te-118921,Not Critical
te-118922,Not Critical
te-118923,Not Critical
te-118924,Critical
te-118925,Not Critical
te-118926,Critical
te-118927,Critical
te-118928,Critical
te-118929,Critical
te-118930,Not Critical
te-118931,Not Critical
te-118932,Not Critical
te-118933,Critical
te-118934,Critical
te-118935,Critical
te-118936,Critical
te-118937,Critical
te-118938,Not Critical
te-118939,Critical
te-118940,Not Critical
te-118941,Critical
te-118942,Not Critical
te-118943,Not Applicable
te-118944,Critical
te-118945,Not Critical
te-118946,Not Applicable
te-118947,Critical
te-118948,Not Critical
te-118949,Critical
te-118950,Not Critical
te-118951,Not Critical
te-118952,Critical
te-118953,Critical
te-118954,Not Applicable
te-118955,Critical
te-118956,Not Critical
te-118957,Critical
te-118958,Not Critical
te-118959,Critical
te-118960,Critical
te-118961,Not Critical
te-118962,Critical
te-118963,Critical
te-118964,Critical
te-118965,Critical
te-118966,Not Applicable
te-118967,Not Critical
te-118968,Critical
te-118969,Critical
te-118970,Not Critical
te-118971,Critical
te-118972,Not Critical
te-118973,Critical
te-118974,Not Critical
te-118975,Not Critical
te-118976,Not Critical
te-118977,Not Critical
te-118978,Critical
te-118979,Critical
te-118980,Critical
te-118981,Critical
te-118982,Critical
te-118983,Critical
te-118984,Critical
te-118985,Critical
te-118986,Not Critical
te-118987,Not Critical
te-118988,Not Critical
te-118989,Critical
te-118990,Critical
te-118991,Critical
te-118992,Critical
te-118993,Critical
te-118994,Critical
te-118995,Critical
te-118996,Not Critical
te-118997,Critical
te-118998,Critical
te-118999,Critical
te-119000,Critical
te-119001,Critical
te-119002,Not Critical
te-119003,Critical
te-119004,Critical
te-119005,Critical
te-119006,Not Critical
te-119007,Critical
te-119008,Not Critical
te-119009,Critical
te-119010,Critical
te-119011,Critical
